ArtistName,KeySignatureConfidence,TimeSignatureConfidence,Year,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7348,0.613,0.672,0.0,0.0,0.371,0.201,0.0,-15.902,1.0,0.0269,0.708,0.976,0.102,0.484,93.788,284280.0,3.0
516,0.308,0.797,2001.0,0.0,0.26,0.418,11.0,-7.648,1.0,0.0337,0.0355,0.294,0.0908,0.35,134.002,156733.0,4.0
5771,0.511,1.0,0.0,12.0,0.607,0.932,7.0,-4.21,1.0,0.0421,0.00339,7.29e-06,0.0773,0.579,125.029,249320.0,4.0
786,0.035,1.0,0.0,0.0,0.647,0.971,6.0,-6.073,0.0,0.0727,0.000595,0.815,0.0341,0.656,125.037,512160.0,4.0
435,0.928,0.897,0.0,7.0,0.825,0.802,1.0,-8.783,1.0,0.102,0.467,2.94e-05,0.127,0.791,90.006,282000.0,4.0
6217,0.426,0.341,2003.0,6.0,0.631,0.645,0.0,-9.89,0.0,0.0336,0.408,0.113,0.162,0.668,139.661,280707.0,4.0
12786,0.672,0.57,0.0,1.0,0.419,0.353,10.0,-13.644,1.0,0.0757,0.378,0.0,0.62,0.26,116.876,334733.0,4.0
11064,0.213,1.0,2004.0,2.0,0.662,0.948,1.0,-5.67,1.0,0.347,0.0177,0.496,0.164,0.583,179.983,238160.0,4.0
748,0.757,1.0,2007.0,20.0,0.644,0.666,6.0,-8.849,0.0,0.363,0.468,0.0,0.346,0.816,89.946,245213.0,4.0
7301,0.621,0.0,2004.0,0.0,0.468,0.833,7.0,-4.515,1.0,0.0278,0.307,0.000407,0.0719,0.667,131.998,177027.0,4.0
12136,0.435,0.431,1993.0,1.0,0.634,0.531,5.0,-8.477,0.0,0.115,0.0765,0.0,0.281,0.401,119.586,302480.0,4.0
2103,0.599,0.961,1993.0,14.0,0.269,0.851,7.0,-7.127,1.0,0.057,6.72e-05,0.0397,0.0402,0.174,136.514,524133.0,4.0
7267,0.451,0.869,2003.0,17.0,0.658,0.691,2.0,-9.511,1.0,0.926,0.787,0.0,0.803,0.331,126.781,180427.0,1.0
14314,0.801,0.741,2008.0,15.0,0.559,0.928,8.0,-3.259,1.0,0.164,0.00909,0.0,0.88,0.319,105.887,64280.0,4.0
13342,0.782,0.941,2003.0,12.0,0.454,0.392,7.0,-10.664,1.0,0.0267,0.366,0.05,0.0871,0.0913,154.003,244000.0,3.0
5711,0.55,0.428,2002.0,10.0,0.628,0.864,10.0,-4.388,0.0,0.0667,0.00137,3.64e-06,0.124,0.61,115.0,187120.0,4.0
12788,0.117,1.0,2004.0,10.0,0.831,0.612,9.0,-7.803,0.0,0.256,0.275,5.07e-06,0.159,0.666,98.032,229840.0,4.0
12565,0.596,0.222,2006.0,52.0,0.485,0.205,11.0,-15.733,1.0,0.0524,0.977,0.0168,0.165,0.338,135.019,49907.0,4.0
12334,0.019,0.726,0.0,5.0,0.545,0.497,2.0,-11.01,0.0,0.0945,0.576,0.00508,0.122,0.43,108.532,137733.0,3.0
1721,1.0,0.0,1981.0,18.0,0.742,0.557,1.0,-11.587,1.0,0.208,0.601,0.126,0.212,0.809,142.926,159320.0,3.0
6644,0.696,0.714,2007.0,17.0,0.598,0.849,7.0,-4.542,1.0,0.0288,0.00775,2.45e-06,0.156,0.586,124.969,215080.0,4.0
5225,0.087,0.604,1993.0,4.0,0.859,0.259,10.0,-16.71,1.0,0.452,0.637,0.00123,0.0893,0.0376,152.224,77573.0,4.0
3679,0.73,0.316,0.0,35.0,0.615,0.36,5.0,-13.116,1.0,0.0252,0.588,0.0,0.083,0.31,79.878,243613.0,4.0
8466,0.493,0.703,1959.0,40.0,0.284,0.0811,8.0,-19.99,1.0,0.0351,0.937,0.105,0.0857,0.366,83.836,243253.0,3.0
2168,0.15,0.0,2000.0,10.0,0.495,0.933,1.0,-5.599,0.0,0.0564,0.31,0.0,0.311,0.639,100.173,259573.0,4.0
4347,0.7,0.968,1995.0,1.0,0.627,0.627,6.0,-9.155,0.0,0.0798,0.0775,0.807,0.0966,0.492,117.979,235387.0,4.0
4221,0.034,0.857,0.0,14.0,0.58,0.834,7.0,-5.538,1.0,0.459,0.0269,0.0,0.155,0.7,121.909,175067.0,3.0
12722,0.301,0.0,0.0,6.0,0.472,0.283,10.0,-14.002,1.0,0.0514,0.917,0.0,0.0567,0.423,166.174,137467.0,4.0
2252,0.48,0.0,1981.0,35.0,0.766,0.699,8.0,-9.562,1.0,0.0493,0.0306,0.000229,0.226,0.772,120.773,341720.0,4.0
14112,0.45,0.506,0.0,0.0,0.788,0.887,11.0,-3.819,0.0,0.226,0.0451,1.17e-06,0.352,0.728,98.063,210693.0,4.0
13632,0.598,0.974,1991.0,14.0,0.351,0.664,2.0,-10.25,1.0,0.0377,0.000687,0.105,0.183,0.345,122.177,195533.0,4.0
7663,0.531,0.606,0.0,0.0,0.635,0.329,4.0,-18.227,0.0,0.332,0.058,0.0969,0.117,0.494,107.958,98520.0,4.0
13427,0.023,0.307,1978.0,63.0,0.799,0.783,11.0,-7.703,0.0,0.0847,0.0519,0.0213,0.127,0.918,97.207,247587.0,4.0
12655,0.22,0.0,0.0,0.0,0.696,0.261,11.0,-13.48,0.0,0.93,0.793,0.0,0.0896,0.601,85.413,190280.0,3.0
4363,0.232,1.0,0.0,0.0,0.841,0.904,10.0,-4.074,0.0,0.0559,0.00295,0.0,0.291,0.848,115.989,182680.0,4.0
7020,0.811,0.892,0.0,22.0,0.683,0.652,4.0,-11.093,0.0,0.0484,0.456,0.0,0.0908,0.883,114.375,242760.0,4.0
11639,0.132,0.471,0.0,9.0,0.359,0.981,7.0,-4.37,1.0,0.124,9.31e-06,0.0109,0.265,0.236,182.742,219280.0,4.0
8764,0.721,0.0,1998.0,14.0,0.231,0.99,0.0,-4.419,1.0,0.188,0.000727,0.000211,0.197,0.339,190.831,130973.0,4.0
12449,0.62,0.967,1988.0,24.0,0.659,0.522,0.0,-12.308,1.0,0.0259,0.25,0.00868,0.141,0.804,107.154,269240.0,4.0
12238,0.802,1.0,2001.0,10.0,0.411,0.85,11.0,-6.466,0.0,0.0679,0.00078,0.069,0.26,0.184,80.779,296053.0,4.0
7535,0.125,0.349,0.0,40.0,0.658,0.622,11.0,-7.97,1.0,0.0337,0.0266,0.0,0.393,0.689,143.01,243080.0,4.0
1128,0.034,0.521,2005.0,20.0,0.435,0.58,5.0,-8.366,0.0,0.0485,0.273,0.0,0.117,0.401,175.842,222440.0,4.0
13574,0.178,1.0,2000.0,12.0,0.788,0.664,4.0,-13.386,1.0,0.0558,0.0132,0.841,0.105,0.698,135.043,303573.0,4.0
6347,0.34,1.0,2001.0,27.0,0.534,0.498,9.0,-14.294,1.0,0.0442,0.768,0.932,0.107,0.394,174.012,340600.0,4.0
9536,0.513,0.738,0.0,23.0,0.583,0.645,11.0,-5.915,0.0,0.0542,0.394,0.0212,0.0418,0.56,167.839,266693.0,4.0
1227,0.652,0.291,2008.0,0.0,0.344,0.368,4.0,-13.258,0.0,0.035,0.853,0.0192,0.138,0.193,179.979,174240.0,4.0
6402,0.56,0.597,2008.0,6.0,0.624,0.317,9.0,-12.984,0.0,0.03,0.526,0.000929,0.127,0.162,111.115,168360.0,4.0
6233,0.184,0.076,1994.0,3.0,0.386,0.394,3.0,-15.618,0.0,0.0369,0.444,0.748,0.471,0.625,153.861,25400.0,1.0
6345,0.803,0.666,0.0,0.0,0.363,0.734,7.0,-10.63,1.0,0.0651,0.0355,0.853,0.0378,0.484,93.382,310439.0,4.0
6004,0.277,1.0,2009.0,52.0,0.66,0.361,6.0,-10.418,1.0,0.089,0.438,0.0,0.39,0.604,148.073,261373.0,4.0
12667,0.0,0.0,2000.0,11.0,0.339,0.904,4.0,-7.152,1.0,0.0841,0.00026,0.788,0.44,0.524,158.46,229667.0,4.0
4328,0.803,0.033,0.0,1.0,0.601,0.673,4.0,-11.444,1.0,0.0379,0.532,0.0,0.0573,0.954,149.736,115027.0,4.0
9057,0.073,0.845,1999.0,19.0,0.603,0.205,0.0,-19.429,0.0,0.0603,0.00353,0.00831,0.326,0.449,193.517,33813.0,3.0
10060,0.221,0.512,0.0,3.0,0.617,0.407,4.0,-12.92,0.0,0.0299,0.59,0.22,0.083,0.392,104.958,304933.0,4.0
7519,1.0,0.612,2000.0,15.0,0.896,0.731,11.0,-11.715,1.0,0.04,0.717,0.000346,0.0845,0.975,103.973,276178.0,4.0
7271,0.771,0.0,0.0,18.0,0.716,0.694,7.0,-8.053,1.0,0.0277,0.106,0.000309,0.262,0.745,130.608,239000.0,4.0
8307,0.515,0.0,0.0,0.0,0.537,0.807,2.0,-5.717,0.0,0.0317,0.00059,0.000107,0.24,0.495,93.088,341427.0,4.0
7054,0.409,0.346,0.0,0.0,0.529,0.993,11.0,-8.624,1.0,0.0513,0.000348,0.83,0.343,0.381,152.007,353987.0,4.0
13974,1.0,0.229,0.0,10.0,0.734,0.759,0.0,-11.262,1.0,0.0295,0.084,0.0069,0.0689,0.972,114.239,280080.0,4.0
6986,0.91,0.275,0.0,28.0,0.7,0.88,5.0,-3.821,0.0,0.0915,0.125,3.28e-05,0.257,0.637,98.439,239667.0,4.0
12068,0.318,1.0,2008.0,0.0,0.474,0.599,5.0,-6.799,0.0,0.0357,0.322,0.00164,0.102,0.149,114.994,324960.0,4.0
8817,0.616,0.0,1998.0,1.0,0.193,0.958,7.0,-4.868,1.0,0.0658,2.24e-05,0.0964,0.289,0.394,147.861,376120.0,4.0
7563,0.983,0.422,0.0,16.0,0.73,0.741,0.0,-6.65,1.0,0.116,0.616,0.0,0.0586,0.924,137.018,154253.0,4.0
7120,0.101,1.0,2005.0,15.0,0.809,0.658,1.0,-7.036,1.0,0.0475,0.0146,0.742,0.684,0.583,100.016,319093.0,4.0
283,0.683,0.0,1987.0,31.0,0.375,0.527,10.0,-7.342,1.0,0.0275,0.389,0.0,0.0861,0.193,142.231,272173.0,4.0
4561,0.267,0.472,0.0,7.0,0.867,0.891,0.0,-8.245,0.0,0.0524,0.00809,0.00227,0.355,0.945,124.011,350000.0,4.0
7450,0.031,0.0,2008.0,1.0,0.662,0.319,5.0,-8.009,0.0,0.0263,0.451,1.22e-06,0.266,0.419,78.821,173120.0,4.0
1001,0.54,0.0,1998.0,7.0,0.696,0.575,7.0,-13.682,0.0,0.047,0.206,0.941,0.061,0.822,131.016,336560.0,4.0
8430,0.367,0.509,0.0,17.0,0.636,0.717,0.0,-11.964,1.0,0.0804,0.304,0.000917,0.248,0.497,100.667,396733.0,4.0
11747,0.51,0.166,2007.0,13.0,0.203,0.572,7.0,-6.838,1.0,0.0318,0.478,3.98e-06,0.16,0.273,76.32,261107.0,3.0
7791,0.535,0.974,0.0,4.0,0.884,0.864,5.0,-5.786,1.0,0.157,0.552,0.0,0.148,0.891,116.027,217933.0,4.0
10318,0.653,0.0,0.0,0.0,0.357,0.301,0.0,-11.918,1.0,0.0346,0.701,0.00233,0.124,0.129,127.765,211200.0,4.0
5021,0.333,0.751,0.0,1.0,0.638,0.484,4.0,-9.71,0.0,0.0298,0.545,1.07e-06,0.108,0.447,133.97,270838.0,3.0
2619,0.329,0.274,1995.0,14.0,0.365,0.846,11.0,-6.194,1.0,0.0399,2.95e-06,0.511,0.287,0.44,167.335,198733.0,4.0
8416,0.616,1.0,2000.0,48.0,0.564,0.19,7.0,-12.671,0.0,0.0393,0.978,1.73e-05,0.078,0.532,107.385,179840.0,3.0
3236,0.643,0.842,2006.0,24.0,0.609,0.407,0.0,-9.043,1.0,0.196,0.804,0.0,0.275,0.611,100.443,135920.0,4.0
4323,0.749,0.0,2009.0,0.0,0.755,0.75,5.0,-8.371,1.0,0.0315,0.603,2.08e-05,0.11,0.963,100.12,194267.0,4.0
12870,0.332,0.0,2007.0,1.0,0.383,0.95,4.0,-5.404,0.0,0.141,0.000207,0.105,0.352,0.145,134.708,286347.0,4.0
13137,0.596,0.258,2007.0,0.0,0.289,0.231,4.0,-11.236,0.0,0.0317,0.914,0.000301,0.0967,0.256,177.644,245907.0,4.0
12528,0.196,1.0,1972.0,51.0,0.562,0.31,2.0,-14.807,1.0,0.275,0.251,0.000506,0.33,0.684,195.873,191667.0,4.0
8217,0.703,1.0,0.0,0.0,0.303,0.674,9.0,-8.541,0.0,0.0366,0.86,0.873,0.402,0.252,70.295,400718.0,4.0
12477,0.716,0.0,0.0,0.0,0.556,0.351,2.0,-11.423,1.0,0.0851,0.884,4.59e-05,0.0693,0.962,123.027,166000.0,4.0
3761,0.582,1.0,1996.0,0.0,0.612,0.887,2.0,-8.212,1.0,0.044,0.00179,0.516,0.419,0.724,112.83,251093.0,4.0
945,0.393,0.0,0.0,25.0,0.353,0.942,1.0,-5.829,1.0,0.117,0.000753,2.14e-05,0.954,0.404,95.541,175517.0,4.0
6444,0.69,0.53,0.0,9.0,0.533,0.759,8.0,-10.072,1.0,0.0403,0.341,0.0,0.0578,0.827,156.099,190747.0,4.0
4320,0.702,1.0,2000.0,4.0,0.676,0.897,2.0,-6.927,1.0,0.0579,0.235,0.00331,0.106,0.712,114.865,261160.0,4.0
4254,0.0,0.896,2003.0,4.0,0.661,0.466,1.0,-10.626,1.0,0.0255,0.54,0.0118,0.104,0.32,105.018,243867.0,4.0
3917,0.08,0.577,1987.0,42.0,0.755,0.736,0.0,-9.594,1.0,0.107,0.657,0.0,0.226,0.953,106.777,122760.0,4.0
11895,0.007,0.0,2000.0,0.0,0.479,0.0493,5.0,-39.716,1.0,0.742,0.764,5.08e-06,0.17,0.602,112.969,18560.0,5.0
10455,0.461,0.126,2000.0,3.0,0.694,0.821,2.0,-5.546,1.0,0.053,0.135,3.41e-05,0.105,0.511,110.018,242067.0,4.0
11047,0.474,0.917,1999.0,0.0,0.412,0.374,5.0,-12.641,1.0,0.0352,0.493,0.0855,0.164,0.184,169.185,223600.0,4.0
2979,0.634,0.924,2000.0,7.0,0.561,0.298,7.0,-19.432,0.0,0.0487,0.955,0.961,0.167,0.969,159.905,67933.0,3.0
13520,0.52,0.0,1995.0,7.0,0.758,0.475,7.0,-9.028,1.0,0.0364,0.498,0.00115,0.131,0.714,120.653,281067.0,4.0
13429,0.474,0.0,0.0,23.0,0.575,0.687,11.0,-10.163,0.0,0.0278,0.0269,0.0018,0.216,0.696,149.211,309253.0,4.0
13715,0.555,0.38,0.0,54.0,0.284,0.869,1.0,-5.833,1.0,0.12,0.0462,0.0,0.306,0.499,205.025,236240.0,4.0
2055,0.686,0.441,0.0,5.0,0.809,0.0793,9.0,-18.112,1.0,0.0615,0.728,0.000521,0.117,0.577,91.666,198027.0,4.0
12683,0.461,0.0,0.0,0.0,0.437,0.865,2.0,-9.503,1.0,0.0291,0.00222,0.00198,0.251,0.709,137.76,378893.0,4.0
9345,0.456,1.0,2006.0,5.0,0.601,0.515,7.0,-11.199,1.0,0.365,0.0127,5.65e-05,0.325,0.642,99.696,197773.0,4.0
3438,0.412,1.0,2005.0,10.0,0.6,0.769,4.0,-4.688,1.0,0.0455,0.00104,0.0,0.0745,0.285,118.059,223000.0,4.0
3462,0.459,0.0,2000.0,19.0,0.772,0.407,9.0,-13.415,1.0,0.236,0.114,3.94e-06,0.108,0.759,120.083,249453.0,4.0
843,0.499,1.0,0.0,6.0,0.676,0.817,11.0,-11.085,0.0,0.0447,0.177,0.819,0.299,0.689,126.99,447520.0,4.0
9172,0.55,0.679,2004.0,27.0,0.783,0.76,4.0,-4.633,1.0,0.0383,0.699,0.00455,0.0834,0.877,120.005,119453.0,4.0
3856,0.502,0.0,2002.0,1.0,0.322,0.947,11.0,-7.695,0.0,0.096,8.19e-05,0.42,0.784,0.0376,100.315,62733.0,3.0
10492,0.521,1.0,0.0,0.0,0.721,0.715,4.0,-11.95,1.0,0.0298,0.3,0.0298,0.368,0.922,117.908,224613.0,4.0
5090,0.259,0.141,2007.0,33.0,0.458,0.922,0.0,-4.211,1.0,0.0495,0.0436,2.44e-06,0.968,0.624,136.128,269800.0,4.0
4785,0.728,0.0,0.0,4.0,0.624,0.475,0.0,-8.671,1.0,0.0652,0.688,0.0,0.188,0.635,110.614,255067.0,4.0
14283,0.345,0.396,0.0,46.0,0.649,0.567,11.0,-7.362,1.0,0.0665,0.741,4.23e-05,0.126,0.439,181.832,287373.0,4.0
10980,0.577,0.07,0.0,30.0,0.57,0.816,10.0,-8.758,0.0,0.0413,0.024,0.0166,0.0715,0.631,130.054,196787.0,4.0
3572,0.61,0.42,2001.0,10.0,0.0753,0.394,9.0,-12.774,0.0,0.0388,0.559,0.926,0.489,0.0349,79.081,160080.0,4.0
13105,1.0,0.692,2010.0,45.0,0.539,0.435,9.0,-10.818,1.0,0.0845,0.585,0.0261,0.107,0.228,85.591,328560.0,4.0
7298,0.188,1.0,0.0,13.0,0.701,0.292,11.0,-17.458,0.0,0.0461,0.978,0.0275,0.115,0.597,78.9,157431.0,4.0
6235,0.0,0.207,2005.0,1.0,0.468,0.575,6.0,-5.698,1.0,0.0246,0.0667,0.0313,0.108,0.383,137.418,280387.0,4.0
7463,0.096,1.0,0.0,9.0,0.584,0.628,0.0,-10.192,1.0,0.0306,0.576,6.72e-06,0.266,0.837,100.06,230000.0,4.0
1804,0.598,1.0,2006.0,21.0,0.876,0.639,10.0,-6.47,0.0,0.148,0.0147,0.000173,0.144,0.693,96.264,223067.0,4.0
13019,0.169,0.532,2009.0,0.0,0.0,0.326,9.0,-6.792,1.0,0.0,0.749,0.0,0.0,0.0,0.0,5627.0,0.0
3898,0.043,0.741,0.0,0.0,0.323,0.187,5.0,-27.609,1.0,0.0453,0.87,0.11,0.528,0.184,85.999,299227.0,5.0
5112,0.263,0.092,0.0,29.0,0.603,0.52,9.0,-13.832,1.0,0.0467,0.126,0.000148,0.06,0.843,172.918,148600.0,4.0
5101,0.406,1.0,1991.0,0.0,0.463,0.628,5.0,-7.95,1.0,0.0303,0.362,0.00275,0.36,0.548,104.318,174027.0,3.0
3496,0.802,0.0,1991.0,41.0,0.773,0.279,5.0,-20.459,1.0,0.0293,0.569,0.00271,0.0609,0.783,88.769,188160.0,4.0
7670,0.447,0.904,0.0,31.0,0.489,0.844,11.0,-9.983,1.0,0.0435,0.000454,0.0053,0.0934,0.449,94.798,163133.0,4.0
4855,0.638,0.428,0.0,0.0,0.414,0.348,5.0,-20.751,1.0,0.59,0.518,0.0778,0.331,0.0359,89.468,159907.0,3.0
3966,0.384,1.0,1997.0,3.0,0.588,0.784,8.0,-6.86,0.0,0.0263,0.0461,0.000289,0.0985,0.26,101.046,387293.0,4.0
9719,0.0,1.0,0.0,0.0,0.279,0.279,4.0,-15.366,0.0,0.0289,0.034,0.0879,0.11,0.0959,51.512,64293.0,4.0
2618,0.662,0.655,0.0,0.0,0.443,0.293,10.0,-10.766,0.0,0.0576,0.00871,0.93,0.112,0.0437,193.85,222693.0,4.0
812,0.694,1.0,0.0,3.0,0.378,0.186,11.0,-16.27,1.0,0.0286,0.725,0.0,0.217,0.205,106.903,244240.0,3.0
4025,0.562,0.902,0.0,23.0,0.242,0.75,6.0,-12.662,1.0,0.039,0.00646,0.982,0.0925,0.96,95.031,138693.0,4.0
5874,0.346,0.535,0.0,1.0,0.379,0.989,8.0,-8.726,0.0,0.0503,4.09e-05,0.535,0.388,0.307,143.553,199427.0,4.0
6832,0.0,0.977,0.0,0.0,0.667,0.948,0.0,-3.177,1.0,0.155,0.151,0.0,0.218,0.675,144.977,258293.0,4.0
5816,0.364,1.0,2001.0,0.0,0.443,0.299,4.0,-12.496,0.0,0.0268,0.584,0.000912,0.152,0.21,137.775,334280.0,4.0
11190,0.457,1.0,2005.0,15.0,0.693,0.528,6.0,-7.105,0.0,0.375,0.352,0.0,0.423,0.825,92.994,193693.0,4.0
11289,0.101,0.396,1997.0,26.0,0.564,0.945,8.0,-4.667,1.0,0.0565,0.0682,0.0,0.101,0.949,102.536,169893.0,4.0
1313,0.579,0.725,0.0,24.0,0.54,0.9,4.0,-9.543,0.0,0.955,0.775,0.0,0.844,0.224,74.59,448333.0,3.0
4999,0.107,0.0,0.0,25.0,0.319,0.78,9.0,-11.738,1.0,0.049,0.0024,0.000179,0.0895,0.493,117.088,194533.0,3.0
13944,0.0,0.829,1996.0,20.0,0.706,0.328,2.0,-19.891,1.0,0.0711,0.292,0.139,0.0857,0.91,113.845,142307.0,4.0
3928,0.585,0.763,2005.0,6.0,0.274,0.947,5.0,-4.37,0.0,0.228,2.69e-06,0.252,0.145,0.372,110.172,97080.0,4.0
8048,0.459,1.0,2001.0,6.0,0.711,0.623,6.0,-7.454,0.0,0.279,0.0468,0.0,0.128,0.629,87.874,233307.0,4.0
11275,0.0,1.0,0.0,0.0,0.413,0.877,2.0,-4.631,1.0,0.0458,0.000176,0.000227,0.0881,0.395,89.949,220533.0,4.0
11497,0.335,0.0,2002.0,4.0,0.388,0.968,1.0,-4.116,1.0,0.0617,0.0033,0.00255,0.444,0.832,188.205,165001.0,4.0
781,0.25,0.96,2008.0,8.0,0.509,0.935,9.0,-4.651,1.0,0.104,0.0397,1.02e-06,0.223,0.382,121.003,290093.0,4.0
2470,0.172,0.859,2007.0,2.0,0.592,0.336,11.0,-13.7,0.0,0.0282,0.765,0.476,0.113,0.232,107.094,181000.0,4.0
2200,0.478,0.336,0.0,1.0,0.746,0.711,2.0,-13.202,0.0,0.0349,0.376,3.88e-06,0.0699,0.933,130.445,197773.0,4.0
1752,0.717,0.881,2001.0,25.0,0.897,0.663,0.0,-0.15,1.0,0.0472,0.0512,2.92e-05,0.146,0.832,104.008,197293.0,4.0
9413,0.015,0.971,0.0,0.0,0.513,0.719,2.0,-7.494,1.0,0.419,0.00641,0.912,0.304,0.858,92.986,154573.0,4.0
6402,0.297,1.0,2006.0,1.0,0.558,0.488,2.0,-6.804,1.0,0.0345,0.0341,0.641,0.0961,0.51,102.877,246627.0,4.0
7988,0.901,0.0,0.0,1.0,0.619,0.789,2.0,-5.598,1.0,0.0453,0.797,0.0,0.0744,0.833,145.166,180440.0,4.0
2723,0.289,0.975,2007.0,16.0,0.579,0.734,5.0,-6.964,0.0,0.102,0.0176,0.0,0.157,0.237,95.787,245293.0,5.0
5946,0.679,0.974,0.0,3.0,0.66,0.418,0.0,-10.94,1.0,0.113,0.472,0.000158,0.171,0.804,115.931,169760.0,4.0
13522,0.423,0.587,0.0,1.0,0.515,0.738,5.0,-9.156,1.0,0.195,0.0995,0.0,0.903,0.691,141.08,360867.0,4.0
5829,0.0,0.0,0.0,49.0,0.622,0.145,4.0,-18.549,0.0,0.0332,0.813,0.0808,0.148,0.335,75.139,155200.0,4.0
3331,0.733,0.425,0.0,4.0,0.394,0.0105,10.0,-17.318,1.0,0.0454,0.89,5.57e-06,0.104,0.0498,122.278,355880.0,4.0
12417,0.562,0.229,2010.0,9.0,0.469,0.982,6.0,-4.703,0.0,0.174,0.00135,0.86,0.39,0.251,145.093,245347.0,4.0
3992,0.65,1.0,0.0,0.0,0.656,0.602,7.0,-18.227,1.0,0.0463,0.00547,0.803,0.139,0.433,128.932,407627.0,4.0
8196,0.073,0.691,0.0,9.0,0.754,0.922,10.0,-6.03,1.0,0.0456,0.31,0.00268,0.0401,0.955,110.567,412773.0,4.0
11938,0.619,0.504,1995.0,8.0,0.356,0.65,0.0,-10.083,1.0,0.26,0.41,0.0,0.158,0.679,182.691,140760.0,4.0
9521,0.071,0.021,0.0,17.0,0.535,0.51,9.0,-10.403,1.0,0.0478,0.757,0.0,0.113,0.641,124.859,155733.0,4.0
9082,0.481,0.0,2007.0,52.0,0.76,0.244,4.0,-11.312,0.0,0.0457,0.775,6.48e-05,0.0738,0.48,91.976,278307.0,4.0
7968,0.001,0.316,2004.0,12.0,0.562,0.496,4.0,-8.825,1.0,0.0257,0.0303,0.0,0.182,0.584,81.495,206640.0,4.0
1254,0.598,0.872,2004.0,13.0,0.677,0.614,9.0,-4.755,1.0,0.0294,0.418,0.0,0.0749,0.596,87.993,209173.0,4.0
12066,0.526,0.595,2007.0,42.0,0.349,0.963,2.0,-3.448,1.0,0.0791,2.85e-05,0.0,0.37,0.488,173.876,208880.0,4.0
2824,0.558,0.69,0.0,16.0,0.833,0.694,1.0,-6.579,0.0,0.221,0.00661,0.0,0.117,0.703,101.37,219336.0,4.0
8566,0.0,0.647,2009.0,38.0,0.299,0.768,0.0,-4.525,0.0,0.0471,0.000691,0.371,0.364,0.534,119.544,364733.0,4.0
13047,0.31,0.0,2000.0,3.0,0.33,0.937,4.0,-5.489,1.0,0.0535,0.0253,2.77e-05,0.12,0.554,133.671,146040.0,4.0
4010,0.545,0.138,1997.0,2.0,0.376,0.862,11.0,-6.584,0.0,0.0511,0.001,0.0399,0.245,0.731,147.031,402480.0,4.0
12144,0.418,0.0,2005.0,4.0,0.529,0.979,2.0,-3.62,1.0,0.0669,0.0653,0.00328,0.251,0.892,153.196,209773.0,4.0
12241,0.484,0.519,1997.0,40.0,0.482,0.712,4.0,-5.23,0.0,0.027,0.0538,0.0,0.0944,0.275,173.952,240240.0,4.0
1185,0.017,0.413,0.0,5.0,0.822,0.946,8.0,-4.429,1.0,0.231,0.000322,0.857,0.0552,0.61,139.943,277803.0,4.0
4179,0.723,0.574,2009.0,50.0,0.276,0.989,0.0,-5.37,0.0,0.077,0.00102,0.006,0.264,0.0862,161.183,201133.0,4.0
9813,0.272,0.662,2004.0,7.0,0.545,0.801,1.0,-6.533,1.0,0.0349,0.000504,0.00423,0.0694,0.49,102.008,306080.0,4.0
3430,0.809,0.544,2009.0,0.0,0.63,0.356,8.0,-9.622,1.0,0.0275,0.747,0.00446,0.119,0.392,132.062,215227.0,4.0
4927,0.421,0.835,2000.0,36.0,0.372,0.845,7.0,-5.329,1.0,0.0431,1.38e-05,0.123,0.128,0.424,145.52,202173.0,4.0
13863,0.026,0.074,2001.0,4.0,0.361,0.582,9.0,-15.771,0.0,0.0381,0.691,0.945,0.125,0.124,159.934,105790.0,1.0
2539,0.56,0.463,1997.0,3.0,0.477,0.537,11.0,-7.644,1.0,0.0273,0.0154,0.0478,0.191,0.182,82.325,310000.0,4.0
7839,0.12,0.549,0.0,0.0,0.345,0.913,11.0,-4.71,1.0,0.462,0.18,0.0,0.681,0.899,175.378,113240.0,4.0
12897,0.589,1.0,0.0,0.0,0.399,0.729,7.0,-6.003,1.0,0.0306,0.00238,5.93e-06,0.456,0.617,119.856,333133.0,3.0
12877,0.247,0.907,2006.0,0.0,0.533,0.526,7.0,-6.26,1.0,0.0276,8.16e-05,0.344,0.113,0.178,144.448,499040.0,4.0
11965,0.442,0.722,1989.0,65.0,0.209,0.795,0.0,-7.241,1.0,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,376733.0,4.0
6170,0.652,0.534,1975.0,27.0,0.814,0.405,7.0,-11.196,1.0,0.0752,0.688,0.00909,0.134,0.87,145.525,251960.0,4.0
11785,0.911,0.802,1993.0,8.0,0.597,0.717,0.0,-10.351,1.0,0.0302,0.377,5.7e-05,0.241,0.607,104.148,294173.0,4.0
12540,0.119,0.227,2007.0,1.0,0.35,0.82,2.0,-6.194,1.0,0.0383,0.00569,0.175,0.192,0.864,168.234,228187.0,4.0
10936,0.041,0.0,1992.0,3.0,0.763,0.359,1.0,-12.848,0.0,0.0792,0.797,0.0853,0.104,0.719,128.519,140880.0,4.0
10545,0.991,0.0,2008.0,23.0,0.64,0.705,5.0,-7.945,1.0,0.271,0.138,0.0,0.829,0.961,173.943,245773.0,4.0
14023,0.395,0.0,1969.0,4.0,0.637,0.758,2.0,-6.488,1.0,0.0626,0.107,0.366,0.0696,0.547,102.115,349027.0,4.0
2631,0.034,0.489,1994.0,29.0,0.331,0.808,2.0,-9.89,1.0,0.0686,0.115,2.52e-05,0.876,0.641,117.038,414240.0,3.0
